ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4533
Date: 5/9/2024
Start time: 2:37:37 PM
Stop time: 2:37:37 PM
Overruns:                                                            
Baudrate: 500 kbit/s
"Time","Identifier (hex)","Format","Flags","Data (hex)"
"00:30:32.624","211","Std","","28 00 00 A1 65 00 00 00"
"00:30:32.625","211","Std","","30 03 00 00 65 00 00 00"
"00:30:32.625","211","Std","","38 4A F3 00 00 92 58 E0"
"00:30:32.625","211","Std","","20 95 96 33 00 00 00 00"
"00:30:32.625","211","Std","","4C 03 B9 C8 19 00 00 00"
"00:30:32.626","212","Std","","20 95 96 33 00 00 00 00"
"00:30:32.626","212","Std","","4C 03 B9 C5 76 00 00 00"
"00:30:32.626","212","Std","","00 CB 00 24 CC E6 01 03"
"00:30:32.626","212","Std","","28 00 00 A1 65 00 00 00"
"00:30:32.627","212","Std","","30 03 00 00 65 00 00 00"
"00:30:32.627","212","Std","","38 4A F3 00 00 92 58 E0"
"00:30:32.627","212","Std","","20 95 96 33 00 00 00 00"
"00:30:32.627","212","Std","","4C 03 B9 C7 10 00 00 00"
"00:30:32.629","111","Std","","00 0C 00 24 0C 00 00 00"
"00:30:32.629","111","Std","","28 00 00 F4 27 D8 01 78"
"00:30:32.629","111","Std","","30 02 88 02 58 2E 0F 03"
"00:30:32.629","111","Std","","38 FE C4 D1 F0 00 B4 FE"
"00:30:32.630","111","Std","","20 D0 D1 E8 00 98 FE CC"
"00:30:32.630","111","Std","","4C D1 E4 00 9C 00 00 00"
"00:30:32.635","18F","Std","","00 02 00 20 02 00 00 F4"
"00:30:32.635","18F","Std","","28 21 00 00 00 00 00 00"
"00:30:32.636","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.636","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.636","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:32.645","112","Std","","00 0A 00 24 0A 00 00 00"
"00:30:32.646","112","Std","","28 00 00 F4 39 D8 01 78"
"00:30:32.646","112","Std","","30 02 88 02 58 E7 0D 03"
"00:30:32.646","112","Std","","38 FE C8 CE AC 01 64 FE"
"00:30:32.646","112","Std","","20 A8 CE C0 01 74 FE B8"
"00:30:32.646","112","Std","","4C CE D0 01 6C 00 00 00"
"00:30:32.652","211","Std","","00 CB 00 24 CC E6 01 03"
"00:30:32.652","211","Std","","28 00 00 A1 65 00 00 00"
"00:30:32.652","211","Std","","30 03 00 00 65 00 00 00"
"00:30:32.652","211","Std","","38 4A F3 00 00 92 58 E0"
"00:30:32.653","211","Std","","20 95 96 33 00 00 00 00"
"00:30:32.653","211","Std","","4C 03 BA 34 CB 00 00 00"
"00:30:32.657","111","Std","","00 0D 00 24 0D 00 00 00"
"00:30:32.658","111","Std","","28 00 00 F4 45 D8 01 78"
"00:30:32.658","111","Std","","30 02 88 02 58 E7 10 03"
"00:30:32.658","111","Std","","38 FE CC D1 F0 00 A0 FE"
"00:30:32.658","111","Std","","20 C0 D2 08 00 B0 FE D4"
"00:30:32.658","111","Std","","4C D1 EC 00 A4 00 00 00"
"00:30:32.675","112","Std","","00 0B 00 24 0B 00 00 00"
"00:30:32.675","112","Std","","28 00 00 F4 57 D8 01 78"
"00:30:32.675","112","Std","","30 02 88 02 58 C8 0E 03"
"00:30:32.676","112","Std","","38 FE DC CE C8 01 80 FE"
"00:30:32.676","112","Std","","20 B4 CE 84 01 60 FE C0"
"00:30:32.676","112","Std","","4C CE D4 01 88 00 00 00"
"00:30:32.685","185","Std","","00 11 00 C0 85 00 00 F4"
"00:30:32.686","185","Std","","28 53 00 00 0F 42 40 00"
"00:30:32.686","183","Std","","00 01 00 3B 03 BA 66 C5"
"00:30:32.687","183","Std","","28 00 00 00 00 00 00 00"
"00:30:32.687","180","Std","","00 01 00 18 03 BA 66 C5"
"00:30:32.687","111","Std","","00 0E 00 24 0E 00 00 00"
"00:30:32.687","180","Std","","28 00 00 00 80 00 00 00"
"00:30:32.688","111","Std","","28 00 00 F4 63 D8 01 78"
"00:30:32.688","180","Std","","30 00 00 00 00 00 00 00"
"00:30:32.688","101","Std","","66 0B 00 30 75 00 00 00"
"00:30:32.688","180","Std","","5E 00 00 00 08 B1 8F 00"
"00:30:32.689","111","Std","","30 02 88 02 58 E0 11 03"
"00:30:32.689","183","Std","","30 00 00 00 00 00 00 00"
"00:30:32.689","111","Std","","38 FE D4 D1 D8 00 A0 FE"
"00:30:32.689","183","Std","","38 00 00 00 00 00 00 00"
"00:30:32.690","111","Std","","20 DC D1 F0 00 B4 FE DC"
"00:30:32.690","183","Std","","20 00 00 00 00 00 00 00"
"00:30:32.690","111","Std","","4C D1 FC 00 9C 00 00 00"
"00:30:32.690","183","Std","","28 00 00 00 00 00 00 00"
"00:30:32.691","183","Std","","30 00 00 00 00 00 00 00"
"00:30:32.691","183","Std","","38 00 00 00 00 00 00 00"
"00:30:32.691","183","Std","","46 00 00 00 07 B1 66 00"
"00:30:32.691","185","Std","","30 00 00 00 00 00 00 00"
"00:30:32.692","185","Std","","38 00 00 75 30 00 00 0F"
"00:30:32.692","185","Std","","20 42 40 00 00 00 00 00"
"00:30:32.692","185","Std","","28 00 00 00 00 00 75 30"
"00:30:32.692","185","Std","","30 00 00 0D 39 6A 00 00"
"00:30:32.693","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.693","185","Std","","20 06 C6 60 00 00 00 00"
"00:30:32.693","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.694","185","Std","","30 00 00 00 00 00 00 40"
"00:30:32.694","185","Std","","38 00 00 00 00 FF FF 8A"
"00:30:32.694","185","Std","","20 D0 00 00 00 00 00 00"
"00:30:32.694","185","Std","","28 75 30 00 00 00 00 00"
"00:30:32.695","185","Std","","30 00 00 00 00 00 00 00"
"00:30:32.695","185","Std","","38 00 00 00 00 00 20 00"
"00:30:32.695","185","Std","","20 00 00 00 00 00 00 00"
"00:30:32.695","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.696","185","Std","","30 00 00 00 0D C9 00 00"
"00:30:32.696","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.696","185","Std","","20 00 0E AA 00 00 00 00"
"00:30:32.696","185","Std","","28 00 00 00 00 00 00 02"
"00:30:32.697","185","Std","","30 00 03 02 10 32 00 00"
"00:30:32.697","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.697","185","Std","","20 00 00 00 00 00 00 00"
"00:30:32.697","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.698","185","Std","","30 00 03 DC 00 00 00 00"
"00:30:32.698","185","Std","","5E 00 00 00 00 00 00 00"
"00:30:32.698","18F","Std","","00 03 00 20 02 00 00 F4"
"00:30:32.698","18F","Std","","28 53 00 00 00 00 00 00"
"00:30:32.699","287","Std","","00 0B 00 26 0C 26 00 22"
"00:30:32.699","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.699","287","Std","","28 00 A1 FF FF FF FF FF"
"00:30:32.699","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.700","287","Std","","30 FF 35 30 35 31 33 46"
"00:30:32.700","18F","Std","","47 00 00 00 00 00 00 00"
"00:30:32.700","287","Std","","38 63 0F 63 00 FF FF FF"
"00:30:32.700","287","Std","","20 FF 30 30 44 45 FF FF"
"00:30:32.701","287","Std","","4E FF FF 36 36 35 41 00"
"00:30:32.706","112","Std","","00 0C 00 24 0C 00 00 00"
"00:30:32.706","112","Std","","28 00 00 F4 75 D8 01 78"
"00:30:32.706","112","Std","","30 02 88 02 58 E0 0F 03"
"00:30:32.707","112","Std","","38 FE C0 CE D4 01 64 FE"
"00:30:32.707","112","Std","","20 CC CE B8 01 60 FE C0"
"00:30:32.707","112","Std","","4C CE B4 01 4C 00 00 00"
"00:30:32.716","216","Std","","65 07 08 DC 03 10 C6 00"
"00:30:32.717","373","Std","","00 57 00 1A 58 C9 07 09"
"00:30:32.717","373","Std","","28 02 02 02 02 02 02 00"
"00:30:32.718","373","Std","","30 03 02 02 02 00 03 1C"
"00:30:32.718","373","Std","","38 02 1F 00 00 00 00 00"
"00:30:32.718","373","Std","","41 00 00 00 00 00 00 00"
"00:30:32.720","111","Std","","00 0F 00 24 0F 00 00 00"
"00:30:32.720","111","Std","","28 00 00 F4 81 D8 01 78"
"00:30:32.720","111","Std","","30 02 88 02 58 05 12 03"
"00:30:32.720","111","Std","","38 FE C0 D1 FC 00 A0 FE"
"00:30:32.721","111","Std","","20 D0 D1 E8 00 AC FE D0"
"00:30:32.721","111","Std","","4C D1 F0 00 B0 00 00 00"
"00:30:32.729","301","Std","","66 E9 30 E8 00 00 25 79"
"00:30:32.731","320","Std","","66 E7 E8 A2 83 78 40 02"
"00:30:32.733","209","Std","","00 58 00 0B 57 CB BC FF"
"00:30:32.733","209","Std","","4F FE FF FF FF FF FF 00"
"00:30:32.734","374","Std","","00 58 00 1A 59 C9 08 0A"
"00:30:32.734","374","Std","","28 02 02 02 02 02 02 00"
"00:30:32.734","374","Std","","30 03 02 02 02 00 03 1C"
"00:30:32.735","374","Std","","38 02 1F 00 00 00 00 00"
"00:30:32.735","374","Std","","41 00 00 00 00 00 00 00"
"00:30:32.735","18F","Std","","00 04 00 20 02 00 00 F4"
"00:30:32.736","18F","Std","","28 85 00 00 00 00 00 00"
"00:30:32.736","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.736","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.736","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:32.737","112","Std","","00 0D 00 24 0D 00 00 00"
"00:30:32.737","112","Std","","28 00 00 F4 93 D8 01 78"
"00:30:32.737","112","Std","","30 02 88 02 58 B9 10 03"
"00:30:32.737","112","Std","","38 FE B8 CE B4 01 74 FE"
"00:30:32.738","112","Std","","20 C0 CE C8 01 84 FE D0"
"00:30:32.738","112","Std","","4C CE C8 01 84 00 00 00"
"00:30:32.747","111","Std","","00 10 00 24 10 00 00 00"
"00:30:32.747","111","Std","","28 00 00 F4 9F D8 01 78"
"00:30:32.747","111","Std","","30 02 88 02 58 20 13 03"
"00:30:32.747","111","Std","","38 FE D8 D2 04 00 B0 FE"
"00:30:32.748","111","Std","","20 D4 D1 F8 00 A8 FE BC"
"00:30:32.748","111","Std","","4C D1 F0 00 9C 00 00 00"
"00:30:32.766","112","Std","","00 0E 00 24 0E 00 00 00"
"00:30:32.766","112","Std","","28 00 00 F4 B1 D8 01 78"
"00:30:32.767","112","Std","","30 02 88 02 58 89 11 03"
"00:30:32.767","112","Std","","38 FE D8 CE DC 01 70 FE"
"00:30:32.767","112","Std","","20 C0 CE CC 01 4C FE D0"
"00:30:32.767","112","Std","","4C CE C4 01 70 00 00 00"
"00:30:32.777","111","Std","","00 11 00 24 11 00 00 00"
"00:30:32.778","111","Std","","28 00 00 F4 BD D8 01 78"
"00:30:32.778","111","Std","","30 02 88 02 58 03 14 03"
"00:30:32.778","111","Std","","38 FE DC D1 E0 00 AC FE"
"00:30:32.778","111","Std","","20 CC D1 FC 00 84 FE D0"
"00:30:32.779","111","Std","","4C D1 D8 00 90 00 00 00"
"00:30:32.785","185","Std","","00 12 00 C0 85 00 00 F4"
"00:30:32.786","185","Std","","28 B7 00 00 0F 42 40 00"
"00:30:32.786","183","Std","","00 02 00 3B 03 BB ED 40"
"00:30:32.786","183","Std","","28 00 00 00 00 00 00 00"
"00:30:32.787","180","Std","","00 02 00 18 03 BB ED 40"
"00:30:32.787","180","Std","","28 00 00 00 80 00 00 00"
"00:30:32.787","180","Std","","30 00 00 00 00 00 00 00"
"00:30:32.788","180","Std","","5E 00 00 00 08 E9 27 00"
"00:30:32.788","183","Std","","30 00 00 00 00 00 00 00"
"00:30:32.788","183","Std","","38 00 00 00 00 00 00 00"
"00:30:32.788","101","Std","","66 0C 00 50 76 00 00 00"
"00:30:32.789","183","Std","","20 00 00 00 00 00 00 00"
"00:30:32.789","183","Std","","28 00 00 00 00 00 00 00"
"00:30:32.789","183","Std","","30 00 00 00 00 00 00 00"
"00:30:32.789","183","Std","","38 00 00 00 00 00 00 00"
"00:30:32.790","183","Std","","46 00 00 00 07 59 B7 00"
"00:30:32.790","185","Std","","30 00 00 00 00 00 00 00"
"00:30:32.790","185","Std","","38 00 00 75 30 00 00 0F"
"00:30:32.790","185","Std","","20 42 40 00 00 00 00 00"
"00:30:32.791","185","Std","","28 00 00 00 00 00 75 30"
"00:30:32.791","185","Std","","30 00 00 0D 39 6A 00 00"
"00:30:32.791","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.791","185","Std","","20 06 C6 60 00 00 00 00"
"00:30:32.792","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.792","185","Std","","30 00 00 00 00 00 00 40"
"00:30:32.792","185","Std","","38 00 00 00 00 FF FF 8A"
"00:30:32.792","185","Std","","20 D0 00 00 00 00 00 00"
"00:30:32.793","185","Std","","28 75 30 00 00 00 00 00"
"00:30:32.793","185","Std","","30 00 00 00 00 00 00 00"
"00:30:32.793","185","Std","","38 00 00 00 00 00 20 00"
"00:30:32.794","185","Std","","20 00 00 00 00 00 00 00"
"00:30:32.794","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.794","185","Std","","30 00 00 00 0D C9 00 00"
"00:30:32.794","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.795","185","Std","","20 00 0E AA 00 00 00 00"
"00:30:32.795","185","Std","","28 00 00 00 00 00 00 02"
"00:30:32.795","185","Std","","30 00 03 02 0E EA 00 00"
"00:30:32.795","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.796","185","Std","","20 00 00 00 00 00 00 00"
"00:30:32.796","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.796","185","Std","","30 00 03 DC 00 00 00 00"
"00:30:32.796","112","Std","","00 0F 00 24 0F 00 00 00"
"00:30:32.797","185","Std","","5E 00 00 00 00 00 00 00"
"00:30:32.797","112","Std","","28 00 00 F4 CF D8 01 78"
"00:30:32.797","18F","Std","","00 05 00 20 02 00 00 F4"
"00:30:32.797","112","Std","","30 02 88 02 58 E6 12 03"
"00:30:32.798","18F","Std","","28 B7 00 00 00 00 00 00"
"00:30:32.798","112","Std","","38 FE BC CE BC 01 70 FE"
"00:30:32.798","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.798","112","Std","","20 CC CE A0 01 80 FE D0"
"00:30:32.799","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.799","112","Std","","4C CE D0 01 5C 00 00 00"
"00:30:32.799","18F","Std","","47 00 00 00 00 00 00 00"
"00:30:32.799","287","Std","","00 0C 00 26 0D 26 00 22"
"00:30:32.800","287","Std","","28 00 A1 FF FF FF FF FF"
"00:30:32.800","287","Std","","30 FF 35 30 35 31 33 46"
"00:30:32.800","287","Std","","38 63 0F 63 00 FF FF FF"
"00:30:32.800","287","Std","","20 FF 30 30 44 45 FF FF"
"00:30:32.800","287","Std","","4E FF FF 36 36 35 41 00"
"00:30:32.808","111","Std","","00 12 00 24 12 00 00 00"
"00:30:32.809","111","Std","","28 00 00 F4 DB D8 01 78"
"00:30:32.809","111","Std","","30 02 88 02 58 87 15 03"
"00:30:32.809","111","Std","","38 FE BC D1 EC 00 C0 FE"
"00:30:32.809","111","Std","","20 D8 D2 04 00 BC FE CC"
"00:30:32.810","111","Std","","4C D1 D8 00 90 00 00 00"
"00:30:32.826","112","Std","","00 10 00 24 10 00 00 00"
"00:30:32.826","112","Std","","28 00 00 F4 ED D8 01 78"
"00:30:32.826","112","Std","","30 02 88 02 58 68 13 03"
"00:30:32.826","112","Std","","38 FE C4 CE CC 01 50 FE"
"00:30:32.827","112","Std","","20 D0 CE BC 01 6C FE BC"
"00:30:32.827","112","Std","","4C CE C4 01 60 00 00 00"
"00:30:32.832","0","Std","","61 6A 6A 00 00 00 00 00"
"00:30:32.833","80","Std","","65 6A 6A 03 BC F7 B0 00"
"00:30:32.835","18F","Std","","00 06 00 20 02 00 00 F4"
"00:30:32.836","18F","Std","","28 E9 00 00 00 00 00 00"
"00:30:32.836","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.836","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.836","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:32.838","111","Std","","00 13 00 24 13 00 00 00"
"00:30:32.838","111","Std","","28 00 00 F4 F9 D8 01 78"
"00:30:32.838","111","Std","","30 02 88 02 58 04 16 03"
"00:30:32.838","111","Std","","38 FE CC D1 F4 00 C4 FE"
"00:30:32.839","111","Std","","20 C8 D1 D8 00 AC FE D0"
"00:30:32.839","111","Std","","4C D1 FC 00 A4 00 00 00"
"00:30:32.841","301","Std","","66 EA 30 E9 00 00 12 49"
"00:30:32.842","20D","Std","","00 66 00 24 67 78 01 03"
"00:30:32.842","20D","Std","","28 00 00 A1 66 00 00 00"
"00:30:32.842","20D","Std","","30 03 00 00 66 00 00 00"
"00:30:32.843","20D","Std","","38 2A F4 00 00 40 9D E9"
"00:30:32.843","20D","Std","","20 35 29 C6 B6 F9 9E 99"
"00:30:32.843","20D","Std","","4C 13 3B 24 DA 00 00 00"
"00:30:32.843","320","Std","","66 E8 E9 A2 83 78 40 02"
"00:30:32.848","371","Std","","66 54 55 65 00 00 F3 DF"
"00:30:32.848","372","Std","","66 54 55 65 00 00 F3 DF"
"00:30:32.852","300","Std","","00 00 00 18 30 AA 00 89"
"00:30:32.852","300","Std","","28 03 00 E3 00 20 2A 18"
"00:30:32.852","300","Std","","30 00 04 00 00 00 00 00"
"00:30:32.852","300","Std","","5E 00 00 CC 80 1C DA 00"
"00:30:32.853","3","Std","","61 54 00 00 00 00 00 00"
"00:30:32.853","300","Std","","00 01 00 1E 30 AB 00 B9"
"00:30:32.853","300","Std","","28 7D 05 C8 7E 90 40 60"
"00:30:32.853","300","Std","","30 CC 78 A6 AD 00 00 12"
"00:30:32.854","300","Std","","38 20 00 00 00 00 01 DC"
"00:30:32.854","212","Std","","00 CC 00 24 CD E6 01 03"
"00:30:32.854","212","Std","","28 00 00 A1 66 00 00 00"
"00:30:32.854","212","Std","","30 03 00 00 66 00 00 00"
"00:30:32.855","212","Std","","38 2A F4 00 00 BD C7 D9"
"00:30:32.855","100","Std","","00 59 00 0D C0 00 00 00"
"00:30:32.855","100","Std","","28 00 00 00 00 00 00 09"
"00:30:32.855","100","Std","","52 83 75 00 00 00 00 00"
"00:30:32.856","184","Std","","00 BA 00 0A 76 00 FF FC"
"00:30:32.856","184","Std","","4E 1F D0 FF FC 1F D0 00"
"00:30:32.856","184","Std","","00 BB 00 16 75 EE 00 7C"
"00:30:32.856","112","Std","","00 11 00 24 11 00 00 00"
"00:30:32.857","184","Std","","28 E8 00 00 00 00 00 00"
"00:30:32.857","112","Std","","28 00 00 F5 0B D8 01 78"
"00:30:32.857","184","Std","","30 00 00 00 00 00 00 00"
"00:30:32.857","112","Std","","30 02 88 02 58 3C 14 03"
"00:30:32.858","184","Std","","5C 00 00 00 00 00 00 00"
"00:30:32.858","112","Std","","38 FE B4 CE C4 01 74 FE"
"00:30:32.858","212","Std","","20 AA 3D 1C 00 00 00 00"
"00:30:32.858","112","Std","","20 C0 CE DC 01 68 FE C4"
"00:30:32.858","212","Std","","4C 03 BD 47 A7 00 00 00"
"00:30:32.859","112","Std","","4C CE A8 01 60 00 00 00"
"00:30:32.859","300","Std","","45 4D 98 00 4F 3F 00 00"
"00:30:32.859","300","Std","","00 02 00 07 20 56 00 00"
"00:30:32.859","300","Std","","4B 00 5A 16 00 00 00 00"
"00:30:32.860","205","Std","","00 38 00 31 39 78 02 9B"
"00:30:32.861","205","Std","","28 09 01 00 20 11 00 38"
"00:30:32.861","205","Std","","30 2D CF 9C 75 08 00 22"
"00:30:32.861","205","Std","","38 00 11 C0 08 80 02 B0"
"00:30:32.861","205","Std","","20 06 73 FF FF FF FF FF"
"00:30:32.862","205","Std","","28 FF C8 00 00 1F DF F3"
"00:30:32.862","205","Std","","30 00 00 BA A5 61 99 3E"
"00:30:32.862","205","Std","","5B B8 62 3D 00 00 00 00"
"00:30:32.862","206","Std","","65 55 56 67 00 7E D3 00"
"00:30:32.863","207","Std","","65 54 55 67 02 07 C1 00"
"00:30:32.863","211","Std","","00 CC 00 24 CD E6 01 03"
"00:30:32.863","211","Std","","28 00 00 A1 66 00 00 00"
"00:30:32.863","211","Std","","30 03 00 00 66 00 00 00"
"00:30:32.864","211","Std","","38 2A F4 00 00 BD C7 D9"
"00:30:32.864","211","Std","","20 AA 3D 1C 00 00 00 00"
"00:30:32.864","211","Std","","4C 03 BD 69 AD 00 00 00"
"00:30:32.864","213","Std","","64 53 53 F0 F0 F0 00 00"
"00:30:32.870","111","Std","","00 14 00 24 14 00 00 00"
"00:30:32.870","111","Std","","28 00 00 F5 17 D8 01 78"
"00:30:32.870","111","Std","","30 02 88 02 58 74 17 03"
"00:30:32.871","111","Std","","38 FE D0 D2 0C 00 A0 FE"
"00:30:32.871","111","Std","","20 B4 D1 E4 00 C0 FE E0"
"00:30:32.871","111","Std","","4C D1 E4 00 A4 00 00 00"
"00:30:32.876","212","Std","","00 CD 00 24 CE E6 01 03"
"00:30:32.877","212","Std","","28 00 00 A1 66 00 00 00"
"00:30:32.877","212","Std","","30 03 00 00 66 00 00 00"
"00:30:32.877","212","Std","","38 2A F4 00 00 BD C7 D9"
"00:30:32.877","212","Std","","20 AA 3D 1C 00 00 00 00"
"00:30:32.878","212","Std","","4C 03 BD A2 7D 00 00 00"
"00:30:32.885","185","Std","","00 13 00 C0 85 00 00 F5"
"00:30:32.886","185","Std","","28 1B 00 00 0F 42 40 00"
"00:30:32.886","183","Std","","00 03 00 3B 03 BD 73 C7"
"00:30:32.886","183","Std","","28 00 00 00 00 00 00 00"
"00:30:32.887","180","Std","","00 03 00 18 03 BD 73 C7"
"00:30:32.887","112","Std","","00 12 00 24 12 00 00 00"
"00:30:32.887","180","Std","","28 00 00 00 80 00 00 00"
"00:30:32.887","112","Std","","28 00 00 F5 29 D8 01 78"
"00:30:32.888","180","Std","","30 00 00 00 00 00 00 00"
"00:30:32.888","112","Std","","30 02 88 02 58 4F 15 03"
"00:30:32.888","180","Std","","5E 00 00 00 08 9C 3C 00"
"00:30:32.888","101","Std","","66 0D 00 50 77 00 00 00"
"00:30:32.889","183","Std","","30 00 00 00 00 00 00 00"
"00:30:32.889","112","Std","","38 FE EC CE BC 01 64 FE"
"00:30:32.889","183","Std","","38 00 00 00 00 00 00 00"
"00:30:32.889","112","Std","","20 D0 CE C0 01 54 FE C8"
"00:30:32.890","183","Std","","20 00 00 00 00 00 00 00"
"00:30:32.890","112","Std","","4C CE D4 01 64 00 00 00"
"00:30:32.890","183","Std","","28 00 00 00 00 00 00 00"
"00:30:32.890","183","Std","","30 00 00 00 00 00 00 00"
"00:30:32.891","183","Std","","38 00 00 00 00 00 00 00"
"00:30:32.891","183","Std","","46 00 00 00 07 8E 0E 00"
"00:30:32.891","185","Std","","30 00 00 00 00 00 00 00"
"00:30:32.891","185","Std","","38 00 00 75 30 00 00 0F"
"00:30:32.892","211","Std","","00 CD 00 24 CE E6 01 03"
"00:30:32.892","185","Std","","20 42 40 00 00 00 00 00"
"00:30:32.892","211","Std","","28 00 00 A1 66 00 00 00"
"00:30:32.892","185","Std","","28 00 00 00 00 00 75 30"
"00:30:32.893","211","Std","","30 03 00 00 66 00 00 00"
"00:30:32.893","185","Std","","30 00 00 0D 39 6A 00 00"
"00:30:32.893","211","Std","","38 2A F4 00 00 BD C7 D9"
"00:30:32.893","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.894","211","Std","","20 AA 3D 1C 00 00 00 00"
"00:30:32.894","185","Std","","20 06 C6 60 00 00 00 00"
"00:30:32.894","211","Std","","4C 03 BD DD 8C 00 00 00"
"00:30:32.894","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.895","185","Std","","30 00 00 00 00 00 00 40"
"00:30:32.895","185","Std","","38 00 00 00 00 FF FF 8A"
"00:30:32.895","185","Std","","20 D0 00 00 00 00 00 00"
"00:30:32.895","185","Std","","28 75 30 00 00 00 00 00"
"00:30:32.896","185","Std","","30 00 00 00 00 00 00 00"
"00:30:32.896","185","Std","","38 00 00 00 00 00 20 00"
"00:30:32.896","185","Std","","20 00 00 00 00 00 00 00"
"00:30:32.896","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.897","185","Std","","30 00 00 00 0D C9 00 00"
"00:30:32.897","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.897","185","Std","","20 00 0E AA 00 00 00 00"
"00:30:32.898","185","Std","","28 00 00 00 00 00 00 02"
"00:30:32.898","185","Std","","30 00 03 02 10 32 00 00"
"00:30:32.898","185","Std","","38 00 00 00 00 00 00 00"
"00:30:32.898","111","Std","","00 15 00 24 15 00 00 00"
"00:30:32.899","185","Std","","20 00 00 00 00 00 00 00"
"00:30:32.899","111","Std","","28 00 00 F5 35 D8 01 78"
"00:30:32.899","185","Std","","28 00 00 00 00 00 00 00"
"00:30:32.899","111","Std","","30 02 88 02 58 76 18 03"
"00:30:32.899","185","Std","","30 00 03 DC 00 00 00 00"
"00:30:32.900","111","Std","","38 FE C4 D1 F4 00 98 FE"
"00:30:32.900","185","Std","","5E 00 00 00 00 00 00 00"
"00:30:32.900","111","Std","","20 C8 D1 EC 00 B4 FE BC"
"00:30:32.900","18F","Std","","00 07 00 20 02 00 00 F5"
"00:30:32.901","111","Std","","4C D1 E4 00 B4 00 00 00"
"00:30:32.901","18F","Std","","28 1B 00 00 00 00 00 00"
"00:30:32.901","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.901","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.902","18F","Std","","47 00 00 00 00 00 00 00"
"00:30:32.902","287","Std","","00 0D 00 26 0E 26 00 22"
"00:30:32.902","287","Std","","28 00 A1 FF FF FF FF FF"
"00:30:32.902","287","Std","","30 FF 35 30 35 31 33 46"
"00:30:32.903","287","Std","","38 63 0F 63 00 FF FF FF"
"00:30:32.903","287","Std","","20 FF 30 30 44 45 FF FF"
"00:30:32.903","287","Std","","4E FF FF 36 36 35 41 00"
"00:30:32.916","112","Std","","00 13 00 24 13 00 00 00"
"00:30:32.916","112","Std","","28 00 00 F5 47 D8 01 78"
"00:30:32.917","112","Std","","30 02 88 02 58 85 16 03"
"00:30:32.917","112","Std","","38 FE D0 CE BC 01 74 FE"
"00:30:32.917","112","Std","","20 CC CE C4 01 4C FE C8"
"00:30:32.917","112","Std","","4C CE B8 01 6C 00 00 00"
"00:30:32.918","208","Std","","00 58 00 0B 57 CB 3C FF"
"00:30:32.918","208","Std","","4F FE FF FF FF FF FF 00"
"00:30:32.927","111","Std","","00 16 00 24 16 00 00 00"
"00:30:32.927","111","Std","","28 00 00 F5 53 D8 01 78"
"00:30:32.927","111","Std","","30 02 88 02 58 47 19 03"
"00:30:32.927","111","Std","","38 FE D0 D1 E8 00 98 FE"
"00:30:32.928","111","Std","","20 CC D1 D4 00 9C FE C8"
"00:30:32.928","111","Std","","4C D1 F4 00 B4 00 00 00"
"00:30:32.935","18F","Std","","00 08 00 20 02 00 00 F5"
"00:30:32.935","18F","Std","","28 4D 00 00 00 00 00 00"
"00:30:32.936","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:32.936","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:32.936","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:32.946","112","Std","","00 14 00 24 14 00 00 00"
"00:30:32.946","112","Std","","28 00 00 F5 65 D8 01 78"
"00:30:32.946","112","Std","","30 02 88 02 58 BE 17 03"
"00:30:32.946","112","Std","","38 FE D4 CE CC 01 88 FE"
"00:30:32.947","112","Std","","20 D0 CE C4 01 74 FE B8"
