ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4533
Date: 5/9/2024
Start time: 2:37:37 PM
Stop time: 2:37:37 PM
Overruns:                                                            
Baudrate: 500 kbit/s
"Time","Identifier (hex)","Format","Flags","Data (hex)"
"00:30:33.290","111","Std","","4C D1 EC 00 A8 00 00 00"
"00:30:33.290","183","Std","","20 00 00 00 00 00 00 00"
"00:30:33.290","183","Std","","28 00 00 00 00 00 00 00"
"00:30:33.290","183","Std","","30 00 00 00 00 00 00 00"
"00:30:33.291","183","Std","","38 00 00 00 00 00 00 00"
"00:30:33.291","183","Std","","46 00 00 00 07 F2 5B 00"
"00:30:33.291","185","Std","","38 00 00 75 30 00 00 0F"
"00:30:33.292","185","Std","","20 42 40 00 00 00 00 00"
"00:30:33.292","185","Std","","28 00 00 00 00 00 75 30"
"00:30:33.292","185","Std","","30 00 00 0D 39 6A 00 00"
"00:30:33.292","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.293","185","Std","","20 06 C6 60 00 00 00 00"
"00:30:33.293","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.293","185","Std","","30 00 00 00 00 00 00 40"
"00:30:33.293","185","Std","","38 00 00 00 00 FF FF 8A"
"00:30:33.294","185","Std","","20 D0 00 00 00 00 00 00"
"00:30:33.294","185","Std","","28 75 30 00 00 00 00 00"
"00:30:33.294","185","Std","","30 00 00 00 00 00 00 00"
"00:30:33.294","185","Std","","38 00 00 00 00 00 20 00"
"00:30:33.295","185","Std","","20 00 00 00 00 00 00 00"
"00:30:33.295","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.295","185","Std","","30 00 00 00 0D C9 00 00"
"00:30:33.295","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.296","185","Std","","20 00 0E 94 00 00 00 00"
"00:30:33.296","185","Std","","28 00 00 00 00 00 00 02"
"00:30:33.296","185","Std","","30 00 03 02 10 32 00 00"
"00:30:33.296","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.297","185","Std","","20 00 00 00 00 00 00 00"
"00:30:33.297","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.297","185","Std","","30 00 03 DC 00 00 00 00"
"00:30:33.298","185","Std","","5E 00 00 00 00 00 00 00"
"00:30:33.298","18F","Std","","00 0F 00 20 02 00 00 F6"
"00:30:33.298","18F","Std","","28 AB 00 00 00 00 00 00"
"00:30:33.298","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:33.299","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:33.299","18F","Std","","47 00 00 00 00 00 00 00"
"00:30:33.299","287","Std","","00 11 00 26 12 26 00 22"
"00:30:33.299","287","Std","","28 00 A1 FF FF FF FF FF"
"00:30:33.300","287","Std","","30 FF 35 30 35 31 33 46"
"00:30:33.300","287","Std","","38 63 0F 63 00 FF FF FF"
"00:30:33.300","287","Std","","20 FF 30 30 44 45 FF FF"
"00:30:33.300","287","Std","","4E FF FF 36 36 35 41 00"
"00:30:33.302","301","Std","","66 EE 30 ED 00 00 CE 89"
"00:30:33.303","20D","Std","","00 68 00 24 69 78 01 03"
"00:30:33.303","20D","Std","","28 00 00 A1 68 00 00 00"
"00:30:33.303","20D","Std","","30 03 00 00 68 00 00 00"
"00:30:33.304","20D","Std","","38 F4 F5 00 00 70 95 E5"
"00:30:33.304","20D","Std","","20 B5 F9 8C 76 B8 DC 9F"
"00:30:33.304","20D","Std","","4C 1A 2B D6 2C 00 00 00"
"00:30:33.304","320","Std","","66 EC ED A2 83 78 40 02"
"00:30:33.306","112","Std","","00 20 00 24 20 00 00 00"
"00:30:33.306","112","Std","","28 00 00 F6 CE D8 01 78"
"00:30:33.306","112","Std","","30 02 88 02 58 CC 23 03"
"00:30:33.306","112","Std","","38 FE CC CE C0 01 70 FE"
"00:30:33.307","112","Std","","20 C8 CE BC 01 68 FE C0"
"00:30:33.307","112","Std","","4C CE B0 01 58 00 00 00"
"00:30:33.315","212","Std","","00 D0 00 24 D1 E6 01 03"
"00:30:33.315","212","Std","","28 00 00 A1 68 00 00 00"
"00:30:33.316","212","Std","","30 03 00 00 68 00 00 00"
"00:30:33.316","212","Std","","38 F4 F5 00 00 4D 8E 97"
"00:30:33.316","111","Std","","00 23 00 24 23 00 00 00"
"00:30:33.316","212","Std","","20 2C E4 46 00 00 00 00"
"00:30:33.317","111","Std","","28 00 00 F6 D8 D8 01 78"
"00:30:33.317","212","Std","","4C 03 C4 54 A9 00 00 00"
"00:30:33.317","111","Std","","30 02 88 02 58 50 26 03"
"00:30:33.317","111","Std","","38 FE E0 D1 E8 00 BC FE"
"00:30:33.318","111","Std","","20 D4 D1 F0 00 94 FE E0"
"00:30:33.318","111","Std","","4C D1 E8 00 AC 00 00 00"
"00:30:33.319","211","Std","","00 D0 00 24 D1 E6 01 03"
"00:30:33.319","211","Std","","28 00 00 A1 68 00 00 00"
"00:30:33.319","211","Std","","30 03 00 00 68 00 00 00"
"00:30:33.320","211","Std","","38 F4 F5 00 00 4D 8E 97"
"00:30:33.320","211","Std","","20 2C E4 46 00 00 00 00"
"00:30:33.320","373","Std","","00 59 00 1A 5A C9 07 09"
"00:30:33.320","211","Std","","4C 03 C4 63 18 00 00 00"
"00:30:33.321","373","Std","","28 02 02 02 02 02 02 00"
"00:30:33.321","373","Std","","30 03 02 02 02 00 03 1C"
"00:30:33.321","373","Std","","38 02 1F 00 00 00 00 00"
"00:30:33.321","373","Std","","41 00 00 00 00 00 00 00"
"00:30:33.332","0","Std","","61 6C 6C 00 00 00 00 00"
"00:30:33.332","80","Std","","65 6C 6C 03 C4 96 9B 00"
"00:30:33.333","209","Std","","00 5A 00 0B 59 CB BC FF"
"00:30:33.334","209","Std","","4F FE FF FF FF FF FF 00"
"00:30:33.335","18F","Std","","00 10 00 20 02 00 00 F6"
"00:30:33.335","374","Std","","00 5A 00 1A 5B C9 08 0A"
"00:30:33.335","18F","Std","","28 DD 00 00 00 00 00 00"
"00:30:33.336","374","Std","","28 02 02 02 02 02 02 00"
"00:30:33.336","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:33.336","374","Std","","30 03 02 02 02 00 03 1C"
"00:30:33.336","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:33.337","212","Std","","00 D1 00 24 D2 E6 01 03"
"00:30:33.337","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:33.337","212","Std","","28 00 00 A1 68 00 00 00"
"00:30:33.337","374","Std","","38 02 1F 00 00 00 00 00"
"00:30:33.338","212","Std","","30 03 00 00 68 00 00 00"
"00:30:33.338","374","Std","","41 00 00 00 00 00 00 00"
"00:30:33.338","212","Std","","38 F4 F5 00 00 4D 8E 97"
"00:30:33.338","112","Std","","00 21 00 24 21 00 00 00"
"00:30:33.339","212","Std","","20 2C E4 46 00 00 00 00"
"00:30:33.339","112","Std","","28 00 00 F6 EC D8 01 78"
"00:30:33.339","212","Std","","4C 03 C4 A7 BF 00 00 00"
"00:30:33.339","112","Std","","30 02 88 02 58 FA 24 03"
"00:30:33.340","112","Std","","38 FE BC CE CC 01 6C FE"
"00:30:33.340","112","Std","","20 BC CE D4 01 80 FE C0"
"00:30:33.340","112","Std","","4C CE B8 01 5C 00 00 00"
"00:30:33.342","211","Std","","00 D1 00 24 D2 E6 01 03"
"00:30:33.342","211","Std","","28 00 00 A1 68 00 00 00"
"00:30:33.342","211","Std","","30 03 00 00 68 00 00 00"
"00:30:33.342","211","Std","","38 F4 F5 00 00 4D 8E 97"
"00:30:33.343","211","Std","","20 2C E4 46 00 00 00 00"
"00:30:33.343","211","Std","","4C 03 C4 BC 00 00 00 00"
"00:30:33.348","111","Std","","00 24 00 24 24 00 00 00"
"00:30:33.348","111","Std","","28 00 00 F6 F7 D8 01 78"
"00:30:33.348","111","Std","","30 02 88 02 58 60 27 03"
"00:30:33.348","111","Std","","38 FE DC D1 F4 00 A4 FE"
"00:30:33.349","111","Std","","20 CC D1 E4 00 90 FE BC"
"00:30:33.349","111","Std","","4C D1 F4 00 9C 00 00 00"
"00:30:33.358","203","Std","","00 20 00 10 21 DC 02 0D"
"00:30:33.358","203","Std","","28 09 03 00 03 45 F6 00"
"00:30:33.358","203","Std","","55 00 F6 52 87 C3 00 00"
"00:30:33.362","204","Std","","00 20 00 10 21 DC 02 0D"
"00:30:33.363","204","Std","","28 09 03 00 03 45 F6 00"
"00:30:33.363","204","Std","","55 00 F6 52 87 C3 00 00"
"00:30:33.365","112","Std","","00 22 00 24 22 00 00 00"
"00:30:33.366","112","Std","","28 00 00 F7 0B D8 01 78"
"00:30:33.366","112","Std","","30 02 88 02 58 69 25 03"
"00:30:33.366","112","Std","","38 FE D8 CE C8 01 6C FE"
"00:30:33.366","112","Std","","20 C8 CE C4 01 40 FE C0"
"00:30:33.366","112","Std","","4C CE CC 01 88 00 00 00"
"00:30:33.377","111","Std","","00 25 00 24 25 00 00 00"
"00:30:33.377","111","Std","","28 00 00 F7 14 D8 01 78"
"00:30:33.377","111","Std","","30 02 88 02 58 63 28 03"
"00:30:33.378","111","Std","","38 FE B8 D1 E8 00 98 FE"
"00:30:33.378","111","Std","","20 D8 D1 E4 00 C4 FE D0"
"00:30:33.378","111","Std","","4C D1 EC 00 98 00 00 00"
"00:30:33.385","185","Std","","00 18 00 C0 85 00 00 F7"
"00:30:33.386","185","Std","","28 0F 00 00 0F 42 40 00"
"00:30:33.386","183","Std","","00 08 00 3B 03 C5 14 4B"
"00:30:33.386","183","Std","","28 00 00 00 00 00 00 00"
"00:30:33.387","180","Std","","00 08 00 18 03 C5 14 4B"
"00:30:33.387","180","Std","","28 00 00 00 80 00 00 00"
"00:30:33.387","180","Std","","30 00 00 00 00 00 00 00"
"00:30:33.387","180","Std","","5E 00 00 00 08 62 70 00"
"00:30:33.388","183","Std","","30 00 00 00 00 00 00 00"
"00:30:33.388","183","Std","","38 00 00 00 00 00 00 00"
"00:30:33.388","183","Std","","20 00 00 00 00 00 00 00"
"00:30:33.388","183","Std","","28 00 00 00 00 00 00 00"
"00:30:33.389","101","Std","","66 12 00 30 7C 00 00 00"
"00:30:33.389","183","Std","","30 00 00 00 00 00 00 00"
"00:30:33.389","183","Std","","38 00 00 00 00 00 00 00"
"00:30:33.389","183","Std","","46 00 00 00 07 8F B7 00"
"00:30:33.390","185","Std","","30 00 00 00 00 00 00 00"
"00:30:33.390","185","Std","","38 00 00 75 30 00 00 0F"
"00:30:33.390","185","Std","","20 42 40 00 00 00 00 00"
"00:30:33.391","185","Std","","28 00 00 00 00 00 75 30"
"00:30:33.391","185","Std","","30 00 00 0D 39 6A 00 00"
"00:30:33.391","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.391","185","Std","","20 06 C6 60 00 00 00 00"
"00:30:33.392","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.392","185","Std","","30 00 00 00 00 00 00 40"
"00:30:33.392","185","Std","","38 00 00 00 00 FF FF 8A"
"00:30:33.392","185","Std","","20 D0 00 00 00 00 00 00"
"00:30:33.393","185","Std","","28 75 30 00 00 00 00 00"
"00:30:33.393","185","Std","","30 00 00 00 00 00 00 00"
"00:30:33.393","185","Std","","38 00 00 00 00 00 20 00"
"00:30:33.393","185","Std","","20 00 00 00 00 00 00 00"
"00:30:33.394","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.394","185","Std","","30 00 00 00 0D C9 00 00"
"00:30:33.394","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.394","185","Std","","20 00 0E AA 00 00 00 00"
"00:30:33.395","185","Std","","28 00 00 00 00 00 00 02"
"00:30:33.395","185","Std","","30 00 03 02 0F B7 00 00"
"00:30:33.395","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.396","185","Std","","20 00 00 00 00 00 00 00"
"00:30:33.396","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.396","112","Std","","00 23 00 24 23 00 00 00"
"00:30:33.396","185","Std","","30 00 03 DC 00 00 00 00"
"00:30:33.396","112","Std","","28 00 00 F7 29 D8 01 78"
"00:30:33.397","185","Std","","5E 00 00 00 00 00 00 00"
"00:30:33.397","112","Std","","30 02 88 02 58 BB 26 03"
"00:30:33.397","18F","Std","","00 11 00 20 02 00 00 F7"
"00:30:33.397","112","Std","","38 FE D0 CE AC 01 5C FE"
"00:30:33.398","18F","Std","","28 0F 00 00 00 00 00 00"
"00:30:33.398","112","Std","","20 D4 CE A0 01 84 FE C0"
"00:30:33.398","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:33.398","112","Std","","4C CE BC 01 60 00 00 00"
"00:30:33.399","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:33.399","18F","Std","","47 00 00 00 00 00 00 00"
"00:30:33.401","287","Std","","00 12 00 26 13 26 00 22"
"00:30:33.402","287","Std","","28 00 A1 FF FF FF FF FF"
"00:30:33.402","287","Std","","30 FF 35 30 35 31 33 46"
"00:30:33.402","287","Std","","38 63 0F 63 00 FF FF FF"
"00:30:33.402","287","Std","","20 FF 30 30 44 45 FF FF"
"00:30:33.403","287","Std","","4E FF FF 36 36 35 41 00"
"00:30:33.408","111","Std","","00 26 00 24 26 00 00 00"
"00:30:33.408","111","Std","","28 00 00 F7 32 D8 01 78"
"00:30:33.408","111","Std","","30 02 88 02 58 93 29 03"
"00:30:33.408","111","Std","","38 FE B8 D1 E4 00 A8 FE"
"00:30:33.409","111","Std","","20 D0 D1 E4 00 A8 FE C0"
"00:30:33.409","111","Std","","4C D1 F8 00 AC 00 00 00"
"00:30:33.412","301","Std","","66 EF 30 EE 00 00 97 D9"
"00:30:33.414","320","Std","","66 ED EE A2 83 78 40 02"
"00:30:33.425","112","Std","","00 24 00 24 24 00 00 00"
"00:30:33.426","112","Std","","28 00 00 F7 47 D8 01 78"
"00:30:33.426","112","Std","","30 02 88 02 58 23 27 03"
"00:30:33.426","112","Std","","38 FE CC CE D8 01 7C FE"
"00:30:33.426","112","Std","","20 B8 CE C4 01 78 FE BC"
"00:30:33.427","112","Std","","4C CE C4 01 78 00 00 00"
"00:30:33.435","18F","Std","","00 12 00 20 02 00 00 F7"
"00:30:33.435","18F","Std","","28 41 00 00 00 00 00 00"
"00:30:33.436","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:33.436","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:33.436","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:33.437","111","Std","","00 27 00 24 27 00 00 00"
"00:30:33.437","111","Std","","28 00 00 F7 50 D8 01 78"
"00:30:33.437","111","Std","","30 02 88 02 58 26 2A 03"
"00:30:33.437","111","Std","","38 FE D4 D1 F0 00 A4 FE"
"00:30:33.438","111","Std","","20 DC D1 F0 00 A8 FE E0"
"00:30:33.438","111","Std","","4C D2 00 00 C4 00 00 00"
"00:30:33.457","112","Std","","00 25 00 24 25 00 00 00"
"00:30:33.457","112","Std","","28 00 00 F7 65 D8 01 78"
"00:30:33.458","112","Std","","30 02 88 02 58 23 28 03"
"00:30:33.458","112","Std","","38 FE CC CE C0 01 78 FE"
"00:30:33.458","112","Std","","20 C0 CE B0 01 58 FE C4"
"00:30:33.458","112","Std","","4C CE C0 01 58 00 00 00"
"00:30:33.467","111","Std","","00 28 00 24 28 00 00 00"
"00:30:33.467","111","Std","","28 00 00 F7 6E D8 01 78"
"00:30:33.467","111","Std","","30 02 88 02 58 D1 2B 03"
"00:30:33.467","111","Std","","38 FE D8 D1 EC 00 94 FE"
"00:30:33.468","111","Std","","20 D8 D2 04 00 BC FE DC"
"00:30:33.468","111","Std","","4C D1 F4 00 C4 00 00 00"
"00:30:33.472","371","Std","","66 56 57 65 00 00 F6 52"
"00:30:33.472","372","Std","","66 56 57 65 00 00 F6 52"
"00:30:33.476","300","Std","","00 06 00 18 30 AE 00 89"
"00:30:33.476","300","Std","","28 03 00 E3 00 20 2A 18"
"00:30:33.477","300","Std","","30 00 04 00 00 00 00 00"
"00:30:33.477","300","Std","","5E 00 00 CC 80 7B 61 00"
"00:30:33.477","3","Std","","61 56 00 00 00 00 00 00"
"00:30:33.477","300","Std","","00 07 00 26 30 AF 00 FB"
"00:30:33.478","300","Std","","28 7D 07 D8 7E 98 40 60"
"00:30:33.478","300","Std","","30 CC 78 A6 AE 3D 70 0E"
"00:30:33.478","300","Std","","38 18 33 1E 6F FB 00 00"
"00:30:33.478","300","Std","","20 04 88 00 00 00 00 00"
"00:30:33.479","300","Std","","4E 78 42 22 00 C2 AD 00"
"00:30:33.479","184","Std","","00 BE 00 0A 76 00 FF FC"
"00:30:33.479","184","Std","","4E 1F D0 FF FC 1F D0 00"
"00:30:33.479","100","Std","","00 5B 00 0D C0 00 00 00"
"00:30:33.480","100","Std","","28 00 00 00 00 00 00 09"
"00:30:33.480","100","Std","","52 9A E3 00 00 00 00 00"
"00:30:33.480","184","Std","","00 BF 00 16 75 EE 00 7C"
"00:30:33.480","184","Std","","28 E8 00 00 00 00 00 00"
"00:30:33.481","184","Std","","30 00 00 00 00 00 00 00"
"00:30:33.481","184","Std","","5C 00 00 00 00 00 00 00"
"00:30:33.481","300","Std","","00 08 00 07 20 58 00 00"
"00:30:33.481","300","Std","","4B 00 F8 4C 00 00 00 00"
"00:30:33.485","205","Std","","00 3A 00 31 3B 78 02 9D"
"00:30:33.485","205","Std","","28 09 01 00 20 11 00 38"
"00:30:33.485","205","Std","","30 2D CF 9C 76 08 00 22"
"00:30:33.486","205","Std","","38 00 11 C0 08 80 02 B0"
"00:30:33.486","185","Std","","00 19 00 C0 85 00 00 F7"
"00:30:33.486","205","Std","","20 06 73 FF FF FF FF FF"
"00:30:33.486","205","Std","","28 FF C8 00 00 1F 52 F6"
"00:30:33.486","185","Std","","28 73 00 00 0F 42 40 00"
"00:30:33.487","205","Std","","30 00 00 E5 73 71 81 F6"
"00:30:33.487","183","Std","","00 09 00 3B 03 C6 9A D5"
"00:30:33.487","205","Std","","5B 38 44 F7 00 00 00 00"
"00:30:33.487","180","Std","","00 09 00 18 03 C6 9A D5"
"00:30:33.488","206","Std","","65 57 58 67 00 65 D2 00"
"00:30:33.488","112","Std","","00 26 00 24 26 00 00 00"
"00:30:33.488","180","Std","","28 00 00 00 80 00 00 00"
"00:30:33.488","112","Std","","28 00 00 F7 83 D8 01 78"
"00:30:33.489","101","Std","","66 13 00 30 7D 00 00 00"
"00:30:33.489","112","Std","","30 02 88 02 58 DA 29 03"
"00:30:33.489","180","Std","","30 00 00 00 00 00 00 00"
"00:30:33.489","112","Std","","38 FE B8 CE C0 01 7C FE"
"00:30:33.490","180","Std","","5E 00 00 00 08 B0 09 00"
"00:30:33.490","112","Std","","20 C4 CE C0 01 6C FE C4"
"00:30:33.490","182","Std","","64 36 04 40 00 40 00 00"
"00:30:33.490","112","Std","","4C CE B4 01 50 00 00 00"
"00:30:33.491","183","Std","","28 00 00 00 00 00 00 00"
"00:30:33.491","207","Std","","65 56 57 67 02 69 A1 00"
"00:30:33.491","183","Std","","30 00 00 00 00 00 00 00"
"00:30:33.491","213","Std","","64 55 55 F0 F0 F0 00 00"
"00:30:33.492","183","Std","","38 00 00 00 00 00 00 00"
"00:30:33.492","183","Std","","20 00 00 00 00 00 00 00"
"00:30:33.492","183","Std","","28 00 00 00 00 00 00 00"
"00:30:33.492","183","Std","","30 00 00 00 00 00 00 00"
"00:30:33.493","183","Std","","38 00 00 00 00 00 00 00"
"00:30:33.493","183","Std","","46 00 00 00 07 15 64 00"
"00:30:33.493","185","Std","","30 00 00 00 00 00 00 00"
"00:30:33.493","185","Std","","38 00 00 75 30 00 00 0F"
"00:30:33.494","185","Std","","20 42 40 00 00 00 00 00"
"00:30:33.494","185","Std","","28 00 00 00 00 00 75 30"
"00:30:33.494","185","Std","","30 00 00 0D 39 6A 00 00"
"00:30:33.494","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.495","185","Std","","20 06 C6 60 00 00 00 00"
"00:30:33.495","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.495","185","Std","","30 00 00 00 00 00 00 40"
"00:30:33.495","185","Std","","38 00 00 00 00 FF FF 8A"
"00:30:33.496","185","Std","","20 D0 00 00 00 00 00 00"
"00:30:33.496","185","Std","","28 75 30 00 00 00 00 00"
"00:30:33.496","185","Std","","30 00 00 00 00 00 00 00"
"00:30:33.497","185","Std","","38 00 00 00 00 00 20 00"
"00:30:33.497","111","Std","","00 29 00 24 29 00 00 00"
"00:30:33.497","185","Std","","20 00 00 00 00 00 00 00"
"00:30:33.497","111","Std","","28 00 00 F7 8D D8 01 78"
"00:30:33.498","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.498","111","Std","","30 02 88 02 58 C7 2C 03"
"00:30:33.498","185","Std","","30 00 00 00 0D C9 00 00"
"00:30:33.498","111","Std","","38 FE CC D1 E8 00 9C FE"
"00:30:33.498","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.499","111","Std","","20 E0 D1 DC 00 B8 FE C8"
"00:30:33.499","185","Std","","20 00 0E 94 00 00 00 00"
"00:30:33.499","111","Std","","4C D1 F0 00 A0 00 00 00"
"00:30:33.499","185","Std","","28 00 00 00 00 00 00 02"
"00:30:33.500","185","Std","","30 00 03 02 10 32 00 00"
"00:30:33.500","185","Std","","38 00 00 00 00 00 00 00"
"00:30:33.500","185","Std","","20 00 00 00 00 00 00 00"
"00:30:33.500","185","Std","","28 00 00 00 00 00 00 00"
"00:30:33.501","185","Std","","30 00 03 DC 00 00 00 00"
"00:30:33.501","287","Std","","00 13 00 26 14 26 00 22"
"00:30:33.501","185","Std","","5E 00 00 00 00 00 00 00"
"00:30:33.501","287","Std","","28 00 A1 FF FF FF FF FF"
"00:30:33.502","18F","Std","","00 13 00 20 02 00 00 F7"
"00:30:33.502","287","Std","","30 FF 35 30 35 31 33 46"
"00:30:33.502","18F","Std","","28 73 00 00 00 00 00 00"
"00:30:33.502","287","Std","","38 63 0F 63 00 FF FF FF"
"00:30:33.503","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:33.503","287","Std","","20 FF 30 30 44 45 FF FF"
"00:30:33.503","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:33.503","287","Std","","4E FF FF 36 36 35 41 00"
"00:30:33.504","18F","Std","","47 00 00 00 00 00 00 00"
"00:30:33.516","208","Std","","00 5A 00 0B 59 CB 3C FF"
"00:30:33.516","208","Std","","4F FE FF FF FF FF FF 00"
"00:30:33.519","112","Std","","00 27 00 24 27 00 00 00"
"00:30:33.519","112","Std","","28 00 00 F7 A1 D8 01 78"
"00:30:33.519","112","Std","","30 02 88 02 58 18 2A 03"
"00:30:33.519","112","Std","","38 FE DC CE D0 01 7C FE"
"00:30:33.520","112","Std","","20 C4 CE D4 01 5C FE B4"
"00:30:33.520","112","Std","","4C CE AC 01 78 00 00 00"
"00:30:33.526","111","Std","","00 2A 00 24 2A 00 00 00"
"00:30:33.526","111","Std","","28 00 00 F7 AA D8 01 78"
"00:30:33.526","111","Std","","30 02 88 02 58 64 2D 03"
"00:30:33.527","111","Std","","38 FE BC D1 F4 00 C4 FE"
"00:30:33.527","111","Std","","20 C0 D1 E4 00 9C FE C4"
"00:30:33.527","111","Std","","4C D1 E8 00 A0 00 00 00"
"00:30:33.527","301","Std","","66 F0 30 EF 00 00 A0 E9"
"00:30:33.529","20D","Std","","00 69 00 24 6A 78 01 03"
"00:30:33.529","20D","Std","","28 00 00 A1 69 00 00 00"
"00:30:33.529","20D","Std","","30 03 00 00 69 00 00 00"
"00:30:33.529","20D","Std","","38 DE F6 00 00 41 83 F9"
"00:30:33.530","20D","Std","","20 3D EB 8C B8 78 9E 89"
"00:30:33.530","20D","Std","","4C 3A BF A5 56 00 00 00"
"00:30:33.530","320","Std","","66 EE EF A2 83 78 40 02"
"00:30:33.535","18F","Std","","00 14 00 20 02 00 00 F7"
"00:30:33.535","18F","Std","","28 A5 00 00 00 00 00 00"
"00:30:33.535","18F","Std","","30 00 00 00 C0 00 00 00"
"00:30:33.536","18F","Std","","38 00 00 00 00 00 00 00"
"00:30:33.536","211","Std","","00 D2 00 24 D3 E6 01 03"
"00:30:33.536","18F","Std","","47 00 00 00 00 00 00 04"
"00:30:33.536","211","Std","","28 00 00 A1 69 00 00 00"
"00:30:33.537","211","Std","","30 03 00 00 69 00 00 00"
"00:30:33.537","211","Std","","38 DE F6 00 00 B2 58 C9"
"00:30:33.537","211","Std","","20 B2 D6 D2 00 00 00 00"
"00:30:33.537","211","Std","","4C 03 C7 B3 02 00 00 00"
"00:30:33.541","212","Std","","00 D2 00 24 D3 E6 01 03"
"00:30:33.541","212","Std","","28 00 00 A1 69 00 00 00"
"00:30:33.542","212","Std","","30 03 00 00 69 00 00 00"
"00:30:33.542","212","Std","","38 DE F6 00 00 B2 58 C9"
"00:30:33.542","212","Std","","20 B2 D6 D2 00 00 00 00"
"00:30:33.542","212","Std","","4C 03 C7 C7 7E 00 00 00"
"00:30:33.547","112","Std","","00 28 00 24 28 00 00 00"
"00:30:33.547","112","Std","","28 00 00 F7 BF D8 01 78"
"00:30:33.547","112","Std","","30 02 88 02 58 A0 2B 03"
"00:30:33.548","112","Std","","38 FE C4 CE 9C 01 50 FE"
"00:30:33.548","112","Std","","20 D0 CE CC 01 7C FE AC"
"00:30:33.548","112","Std","","4C CE A8 01 7C 00 00 00"
"00:30:33.556","111","Std","","00 2B 00 24 2B 00 00 00"
"00:30:33.557","111","Std","","28 00 00 F7 C8 D8 01 78"
"00:30:33.557","111","Std","","30 02 88 02 58 E8 2E 03"
"00:30:33.557","111","Std","","38 FE C4 D2 00 00 C0 FE"
"00:30:33.557","111","Std","","20 C4 D1 E8 00 A4 FE E0"
"00:30:33.558","111","Std","","4C D1 E8 00 98 00 00 00"
"00:30:33.562","211","Std","","00 D3 00 24 D4 E6 01 03"
"00:30:33.562","211","Std","","28 00 00 A1 69 00 00 00"
"00:30:33.562","211","Std","","30 03 00 00 69 00 00 00"
"00:30:33.562","211","Std","","38 DE F6 00 00 B2 58 C9"
"00:30:33.563","211","Std","","20 B2 D6 D2 00 00 00 00"
"00:30:33.563","211","Std","","4C 03 C8 17 5F 00 00 00"
"00:30:33.566","212","Std","","00 D3 00 24 D4 E6 01 03"
"00:30:33.567","212","Std","","28 00 00 A1 69 00 00 00"
"00:30:33.567","212","Std","","30 03 00 00 69 00 00 00"
"00:30:33.567","212","Std","","38 DE F6 00 00 B2 58 C9"
"00:30:33.567","212","Std","","20 B2 D6 D2 00 00 00 00"
"00:30:33.568","212","Std","","4C 03 C8 29 B6 00 00 00"
"00:30:33.576","112","Std","","00 29 00 24 29 00 00 00"
"00:30:33.576","112","Std","","28 00 00 F7 DD D8 01 78"
"00:30:33.576","112","Std","","30 02 88 02 58 E5 2C 03"
"00:30:33.577","112","Std","","38 FE B8 CE A8 01 7C FE"
"00:30:33.577","112","Std","","20 C4 CE C0 01 34 FE C4"
"00:30:33.577","112","Std","","4C CE AC 01 A0 00 00 00"
"00:30:33.582","0","Std","","61 6D 6D 00 00 00 00 00"
"00:30:33.582","80","Std","","65 6D 6D 03 C8 67 2F 00"
"00:30:33.585","185","Std","","00 1A 00 C0 85 00 00 F7"
"00:30:33.586","185","Std","","28 D7 00 00 0F 42 40 00"
"00:30:33.586","111","Std","","00 2C 00 24 2C 00 00 00"
"00:30:33.586","183","Std","","00 0A 00 3B 03 C8 21 4C"
"00:30:33.587","111","Std","","28 00 00 F7 E6 D8 01 78"
"00:30:33.587","183","Std","","28 00 00 00 00 00 00 00"
"00:30:33.587","111","Std","","30 02 88 02 58 F5 2F 03"
"00:30:33.587","180","Std","","00 0A 00 18 03 C8 21 4C"
"00:30:33.588","111","Std","","38 FE B8 D1 E4 00 A8 FE"
"00:30:33.588","180","Std","","28 00 00 00 80 00 00 00"
